整理番号,調達機関名,調達機関所在地,調達件名,契約年月日,契約相手方名称,契約相手方所在地,法人番号,落札金額
GOV-TX-001377,株式会社クラウド商事,東京都,セキュリティ監査業務,2024-10-02,株式会社グローバル研究所,東京都,1234567890123,1020000
GOV-TX-001378,デジタル庁,東京都,システム更改に伴う開発業務,2024-06-02,株式会社ソリューションサービス,東京都,1234567890123,1100000
GOV-TX-001379,株式会社日本コンサルティング,東京都,基幹システム保守運用業務,2023-10-25,株式会社クリエイティブ研究所,東京都,1234567890123,1480000
GOV-TX-001380,株式会社クラウド通信,東京都,ヘルプデスク運営業務,2023-01-17,株式会社システム研究所,東京都,1234567890123,1780000
GOV-TX-001381,総務省,東京都,ネットワーク機器調達,2020-06-10,株式会社AI開発,東京都,1234567890123,2360000
GOV-TX-001382,財務省,東京都,データ分析支援業務,2023-07-25,株式会社日本コンサルティング,東京都,1234567890123,1240000
GOV-TX-001383,株式会社総合システムズ,東京都,ソフトウェアライセンス更新,2024-10-11,株式会社AIサービス,東京都,1234567890123,8000000
GOV-TX-001384,厚生労働省,東京都,ネットワーク機器調達,2021-11-08,株式会社第一通信,東京都,1234567890123,1230000
GOV-TX-001385,総務省,東京都,ソフトウェアライセンス更新,2021-02-15,株式会社日本開発,東京都,1234567890123,1170000
GOV-TX-001386,経済産業省,東京都,基幹システム保守運用業務,2022-09-12,株式会社クラウド研究所,東京都,1234567890123,1450000
GOV-TX-001387,文部科学省,東京都,ヘルプデスク運営業務,2023-05-15,株式会社グローバルサービス,東京都,1234567890123,2940000
GOV-TX-001388,厚生労働省,東京都,ネットワーク機器調達,2020-09-15,株式会社IT研究所,東京都,1234567890123,1280000
GOV-TX-001389,総務省,東京都,基幹システム保守運用業務,2023-08-25,株式会社オメガシステムズ,東京都,1234567890123,1170000
GOV-TX-001390,内閣府,東京都,調査研究委託費,2023-07-18,（株）ソリューション研究所,東京都,1234567890123,1000000
GOV-TX-001391,外務省,東京都,ソフトウェアライセンス更新,2020-07-05,株式会社グローバルシステムズ,東京都,1234567890123,1090000
GOV-TX-001392,厚生労働省,東京都,ヘルプデスク運営業務,2024-02-23,株式会社データ研究所,東京都,1234567890123,1200000
GOV-TX-001393,防衛省,東京都,データ分析支援業務,2021-10-12,株式会社IT商事,東京都,1234567890123,1730000
GOV-TX-001394,株式会社大和研究所,東京都,セキュリティ監査業務,2023-04-09,株式会社フロンティアコンサルティング,東京都,1234567890123,3000000
GOV-TX-001395,株式会社AIシステムズ,東京都,PC端末等の調達,2020-06-06,株式会社クリエイティブシステムズ,東京都,1234567890123,1100000
GOV-TX-001396,国土交通省,東京都,ソフトウェアライセンス更新,2022-02-22,株式会社IT商事,東京都,1234567890123,1120000
GOV-TX-001397,防衛省,東京都,調査研究委託費,2020-12-16,株式会社ネットワーク開発,東京都,1234567890123,1190000
GOV-TX-001398,財務省,東京都,AI実証実験システム構築,2020-06-02,株式会社グローバル開発,東京都,1234567890123,3080000
GOV-TX-001399,防衛省,東京都,クラウド基盤提供サービス,2022-01-06,株式会社オメガ研究所,東京都,1234567890123,4590000
GOV-TX-001400,外務省,東京都,データ分析支援業務,2024-08-19,株式会社グローバル研究所,東京都,1234567890123,1800000
GOV-TX-001401,株式会社日本建設,東京都,データ分析支援業務,2020-06-29,株式会社総合開発,東京都,1234567890123,1080000
GOV-TX-001402,経済産業省,東京都,ヘルプデスク運営業務,2021-04-27,株式会社グローバルソリューションズ,東京都,1234567890123,3090000
GOV-TX-001403,経済産業省,東京都,データ分析支援業務,2023-11-15,株式会社クリエイティブ研究所,東京都,1234567890123,4770000
GOV-TX-001404,経済産業省,東京都,ソフトウェアライセンス更新,2021-05-31,株式会社大和建設,東京都,1234567890123,1050000
GOV-TX-001405,文部科学省,東京都,データ分析支援業務,2024-09-02,株式会社システム通信,東京都,1234567890123,1350000
GOV-TX-001406,経済産業省,東京都,AI実証実験システム構築,2024-06-13,株式会社ソリューション建設,東京都,1234567890123,1370000
GOV-TX-001407,経済産業省,東京都,ソフトウェアライセンス更新,2024-07-21,株式会社システムサービス,東京都,1234567890123,3730000
GOV-TX-001408,厚生労働省,東京都,データ分析支援業務,2022-10-02,株式会社ソリューションシステムズ,東京都,1234567890123,1140000
GOV-TX-001409,外務省,東京都,クラウド基盤提供サービス,2022-09-05,株式会社テクノサービス,東京都,1234567890123,1430000
GOV-TX-001410,株式会社オメガシステムズ,東京都,セキュリティ監査業務,2022-12-07,（株）ベータ研究所,東京都,1234567890123,7910000
GOV-TX-001411,株式会社テクノ開発,東京都,ヘルプデスク運営業務,2025-03-19,株式会社ベータソリューションズ,東京都,1234567890123,1020000
GOV-TX-001412,株式会社ネットワークソリューションズ,東京都,基幹システム保守運用業務,2023-11-19,株式会社システム通信,東京都,1234567890123,2050000
GOV-TX-001413,内閣府,東京都,ソフトウェアライセンス更新,2021-01-19,株式会社大和通信,東京都,1234567890123,3340000
GOV-TX-001414,文部科学省,東京都,セキュリティ監査業務,2022-02-24,株式会社総合ソリューションズ,東京都,1234567890123,2150000
GOV-TX-001415,文部科学省,東京都,ネットワーク機器調達,2022-05-09,株式会社AIシステムズ,東京都,1234567890123,1020000
GOV-TX-001416,外務省,東京都,調査研究委託費,2020-07-28,株式会社フロンティア研究所,東京都,1234567890123,1750000
GOV-TX-001417,防衛省,東京都,ヘルプデスク運営業務,2020-08-16,株式会社第一サービス,東京都,1234567890123,1680000
GOV-TX-001418,国土交通省,東京都,セキュリティ監査業務,2021-09-03,伊藤忠テクノソリューションズ,東京都,1234567890123,1770000
GOV-TX-001419,厚生労働省,東京都,ヘルプデスク運営業務,2025-02-06,株式会社オメガソリューションズ,東京都,1234567890123,2170000
GOV-TX-001420,厚生労働省,東京都,基幹システム保守運用業務,2021-09-10,株式会社クリエイティブ開発,東京都,1234567890123,1100000
GOV-TX-001421,厚生労働省,東京都,AI実証実験システム構築,2023-05-29,株式会社ネットワーク通信,東京都,1234567890123,1040000
GOV-TX-001422,日立製作所,東京都,調査研究委託費,2022-04-20,株式会社総合コンサルティング,東京都,1234567890123,1450000
GOV-TX-001423,デジタル庁,東京都,基幹システム保守運用業務,2023-12-17,株式会社データ研究所,東京都,1234567890123,1600000
GOV-TX-001424,経済産業省,東京都,システム更改に伴う開発業務,2024-10-09,株式会社クラウド通信,東京都,1234567890123,1490000
GOV-TX-001425,内閣府,東京都,データ分析支援業務,2023-08-04,株式会社総合システムズ,東京都,1234567890123,3840000
GOV-TX-001426,経済産業省,東京都,クラウド基盤提供サービス,2024-07-11,株式会社システム開発,東京都,1234567890123,7640000
GOV-TX-001427,国土交通省,東京都,ネットワーク機器調達,2021-01-01,株式会社第一通信,東京都,1234567890123,1260000
GOV-TX-001428,総務省,東京都,クラウド基盤提供サービス,2020-12-21,株式会社アルファ通信,東京都,1234567890123,1590000
GOV-TX-001429,株式会社サイバーシステムズ,東京都,ヘルプデスク運営業務,2020-08-27,株式会社大和ソリューションズ,東京都,1234567890123,1100000
GOV-TX-001430,総務省,東京都,PC端末等の調達,2020-07-28,株式会社フロンティアソリューションズ,東京都,1234567890123,1190000
GOV-TX-001431,防衛省,東京都,ネットワーク機器調達,2023-09-23,株式会社グローバル研究所,東京都,1234567890123,12560000
GOV-TX-001432,内閣府,東京都,データ分析支援業務,2024-08-10,（株）ネットワーク通信,東京都,1234567890123,1970000
GOV-TX-001433,国土交通省,東京都,PC端末等の調達,2022-10-16,株式会社テクノ研究所,東京都,1234567890123,7810000
GOV-TX-001434,外務省,東京都,広報Webサイト制作,2022-04-11,株式会社フロンティア通信,東京都,1234567890123,1390000
GOV-TX-001435,経済産業省,東京都,ヘルプデスク運営業務,2024-02-03,株式会社サイバーシステムズ,東京都,1234567890123,1290000
GOV-TX-001436,財務省,東京都,PC端末等の調達,2020-09-16,株式会社クリエイティブ建設,東京都,1234567890123,1660000
GOV-TX-001437,株式会社大和開発,東京都,データ分析支援業務,2023-05-15,株式会社グローバル商事,東京都,1234567890123,1130000
GOV-TX-001438,外務省,東京都,AI実証実験システム構築,2023-02-18,株式会社野村総合研究所(NRI),東京都,1234567890123,2320000
GOV-TX-001439,経済産業省,東京都,AI実証実験システム構築,2024-05-30,伊藤忠テクノソリューションズ,東京都,1234567890123,8650000
GOV-TX-001440,デジタル庁,東京都,ヘルプデスク運営業務,2022-10-11,（株）AI商事,東京都,1234567890123,1010000
GOV-TX-001441,内閣府,東京都,セキュリティ監査業務,2022-11-28,富士通株式会社,東京都,1234567890123,2230000
GOV-TX-001442,文部科学省,東京都,広報Webサイト制作,2023-03-27,株式会社ベータソリューションズ,東京都,1234567890123,8860000
GOV-TX-001443,外務省,東京都,システム更改に伴う開発業務,2023-10-28,株式会社クリエイティブ建設,東京都,1234567890123,23830000
GOV-TX-001444,株式会社システムサービス,東京都,ネットワーク機器調達,2021-08-10,株式会社IT研究所,東京都,1234567890123,1260000
GOV-TX-001445,デジタル庁,東京都,AI実証実験システム構築,2022-10-30,株式会社オメガ研究所,東京都,1234567890123,4700000
GOV-TX-001446,内閣府,東京都,広報Webサイト制作,2022-01-05,株式会社日本開発,東京都,1234567890123,3220000
GOV-TX-001447,厚生労働省,東京都,PC端末等の調達,2023-06-17,株式会社システムコンサルティング,東京都,1234567890123,1940000
GOV-TX-001448,経済産業省,東京都,システム更改に伴う開発業務,2022-03-09,株式会社システム建設,東京都,1234567890123,1100000
GOV-TX-001449,経済産業省,東京都,PC端末等の調達,2023-11-22,株式会社AI通信,東京都,1234567890123,1000000
GOV-TX-001450,外務省,東京都,PC端末等の調達,2023-08-14,株式会社アルファサービス,東京都,1234567890123,1070000
GOV-TX-001451,経済産業省,東京都,PC端末等の調達,2022-10-03,株式会社オメガ開発,東京都,1234567890123,2000000
GOV-TX-001452,株式会社シグマ研究所,東京都,PC端末等の調達,2024-03-23,株式会社システム通信,東京都,1234567890123,4470000
GOV-TX-001453,文部科学省,東京都,PC端末等の調達,2023-07-11,株式会社システムシステムズ,東京都,1234567890123,3920000
GOV-TX-001454,経済産業省,東京都,クラウド基盤提供サービス,2024-04-18,株式会社ベータ通信,東京都,1234567890123,1510000
GOV-TX-001455,株式会社グローバルサービス,東京都,セキュリティ監査業務,2022-04-20,株式会社クリエイティブ通信,東京都,1234567890123,1030000
GOV-TX-001456,文部科学省,東京都,クラウド基盤提供サービス,2024-11-08,株式会社システム開発,東京都,1234567890123,1900000
GOV-TX-001457,株式会社クリエイティブ商事,東京都,システム更改に伴う開発業務,2023-12-10,株式会社第一サービス,東京都,1234567890123,4140000
GOV-TX-001458,経済産業省,東京都,データ分析支援業務,2022-03-18,株式会社アルファコンサルティング,東京都,1234567890123,5170000
